Country,Region,Year,BirthRate,DeathRate,FertilityRate,LifeExpectancyFemale,LifeExpectancyMale,LifeExpectancyTotal,PopulationGrowth,PopulationTotal,MobileCellularSubscriptions,MobileCellularSubscriptionsPerHundred,TelephoneLines,TelephoneLinesPerHundred,AgriculturalLand,AgriculturalLandPercent,ArableLand,ArableLandPercent,LandArea,RuralPopulation,RuralPopulationGrowth,SurfaceArea,PopulationDensity,UrbanPopulationPercent,UrbanPopulationPercentGrowth
Italy,Europe,1985,10.4,9.5,1.46,78.77,72.17,75.3895122,0.022350913,56576718,0,0,16520763,29.13246075,172440,58.63112441,0.160790522,30.9306042,294110,18757445,0.082694694,301340,192.3658427,66.846,-0.00756464
Italy,Europe,1986,10.2,9.7,1.42,78.8,72.3,75.47073171,0.028899939,56593071,6415,0.011299642,17396112,30.64221897,170950,58.12451124,0.15991357,30.77080004,294110,18774185,0.089204765,301340,192.4214444,66.826,-0.001023293
Italy,Europe,1987,9.8,9.6,1.35,79.1,72.6,75.77073171,0.005449282,56596155,9044,0.015920152,18252972,32.1307041,170420,57.94430655,0.160540941,30.89320322,294110,18786528,0.065722929,301340,192.4319302,66.806,-0.024485474
Italy,Europe,1988,9.7,9.4,1.33,79.6,73,76.2195122,0.01020512,56601931,16534,0.029097369,19104828,33.62164261,170120,57.8423039,0.160153547,30.82180137,294110,18799765,0.070435254,301340,192.4515691,66.786,-0.019735017
Italy,Europe,1989,10.1,9.5,1.36,79.7,73.2,76.37073171,0.048320597,56629288,33609,0.059145464,20091532,35.35728469,168390,57.25408861,0.158186697,30.45799191,294110,18820178,0.108522238,301340,192.5445854,66.766,0.018367631
Italy,Europe,1990,9.9,9.4,1.33,80.2,73.64,76.84,0.075009005,56671781,66070,0.116270531,21265518,37.42323386,168500,57.29148958,0.158685678,30.576995,294110,18845634,0.135167689,301340,192.6890653,66.746,0.04505042
Italy,Europe,1991,10,9.6,1.33,80.33,73.79,76.9802439,0.083708573,56719240,266000,0.468047382,22350000,39.32653753,168400,57.25748869,0.158887884,30.64159668,294110,18872760,0.143834357,301340,192.8504301,66.726,0.053739381
Italy,Europe,1992,9.9,9.7,1.3,80.4,73.8,77.0195122,0.069231189,56758521,568000,0.999024175,23071000,40.57832173,160540,54.58501921,0.15680465,30.26078678,294110,18897182,0.129319782,301340,192.983989,66.706,0.039253542
Italy,Europe,1993,10,9.6,1.3,80.8,74.2,77.4195122,0.067924433,56797087,783000,1.376232801,23709000,41.67190737,159780,54.32661249,0.154057197,29.75077352,294110,18889575,-0.040262784,301340,193.1151168,66.742,0.121878596
Italy,Europe,1994,9.7,9.7,1.25,81,74.6,77.72195122,0.061135853,56831821,1207175,2.120206352,24167000,42.44540097,159100,54.09540648,0.150443886,29.07075584,294110,18867028,-0.119433428,301340,193.2332155,66.802,0.150993201
Italy,Europe,1995,9.4,9.7,1.21,81.2,74.8,77.92195122,0.020372074,56843400,2240000,3.932290383,24542000,43.08315651,157020,53.38818809,0.146525366,28.3193363,294110,18836766,-0.160524994,301340,193.2725851,66.862,0.110149318
Italy,Europe,1996,9.2,9.8,1.19,81.5,75,78.17073171,0.001588562,56844303,3923000,6.886434446,24845000,43.61291456,153330,52.13355547,0.145713811,28.16293224,294110,18802959,-0.179634729,301340,193.2756554,66.922,0.091284485
Italy,Europe,1997,9.3,9.7,1.2,81.8,75.4,78.52195122,0.028104408,56860281,6422000,11.27907186,25259000,44.36282719,153490,52.18795689,0.146534626,28.32953657,294110,18774128,-0.153449924,301340,193.329982,66.982,0.117720947
Italy,Europe,1998,9.4,9.8,1.21,82,75.8,78.82439024,0.05290695,56890372,11737904,20.63367341,25698000,45.17366469,153450,52.17435653,0.145068484,28.06092958,294110,18749929,-0.128978609,301340,193.432294,67.042,0.142443745
Italy,Europe,1999,9.4,10,1.21,82.1,76,78.97560976,0.028774016,56906744,20489000,36.04026526,25986120,45.70972999,154840,52.64696882,0.146362266,28.3193363,294110,18721181,-0.153440908,301340,193.4879603,67.102,0.118229703
Italy,Europe,2000,9.4,9.8,1.23,82.6,76.4,79.42439024,0.016820844,56916317,30296000,53.2698128,26502000,46.59877802,157990,53.71799667,0.150132694,29.0537554,294110,18690180,-0.165730443,301340,193.5205093,67.162,0.106198406
Italy,Europe,2001,9.5,9.8,1.26,82.8,76.9,79.77804878,0.045303631,56942108,42246000,74.13388725,27153000,47.64847418,156370,53.16718235,0.148905622,28.82934956,294110,18664484,-0.137578558,301340,193.608201,67.222,0.134599939
Italy,Europe,2002,9.4,9.7,1.25,83.1,77.1,80.02682927,0.056167601,56974100,51246000,89.59054415,27353000,47.81973528,155020,52.70817041,0.146364752,28.35333719,294110,18640786,-0.127049091,301340,193.7169766,67.282,0.145383965
Italy,Europe,2003,9.4,9.7,1.27,83.2,77.4,80.22926829,0.148916429,57059007,54200000,94.25849261,27142000,47.20228794,152730,51.92955017,0.145235615,28.17653259,294110,18611507,-0.157193041,301340,194.0056679,67.382,0.297433898
Italy,Europe,2004,9.4,10.2,1.29,82.8,77.1,79.8804878,0.444507313,57313203,56770000,98.10254268,26596000,45.95975383,149070,50.67994832,0.138868526,27.05854355,294140,18626218,0.079011276,301340,194.8500816,67.501,0.620956423
Italy,Europe,2005,9.7,9.4,1.33,83.8,77.9,80.77804878,0.647182705,57685327,62750000,107.6937662,25957000,44.54832016,148830,50.59835453,0.138319403,27.12653838,294140,18678509,0.280345353,301340,196.115207,67.62,0.82332128
Italy,Europe,2006,9.5,9.7,1.32,83.6,78,80.73170732,0.491389108,57969484,71500000,121.8642226,25049000,42.69338339,147360,50.09859251,0.134208543,26.4499898,294140,18702115,0.126300744,301340,197.0812674,67.738,0.665741727
Italy,Europe,2007,9.5,9.5,1.35,84.2,78.5,81.2804878,0.300559689,58143979,80418000,136.121113,26890339,45.51646239,142030,48.28653022,0.126857503,25.07649419,294140,18689801,-0.065864506,301340,197.6745053,67.856,0.474607926
Italy,Europe,2008,9.5,9.6,1.37,84.2,78.7,81.38292683,0.504933687,58438310,89801000,150.962827,22417000,37.68481078,141620,48.14714082,0.122710599,24.37954715,294140,18715453,0.137157224,301340,198.6751547,67.974,0.67868172
Italy,Europe,2009,9.6,9.7,1.42,84.5,79.1,81.73414634,0.662469253,58826731,90341000,150.8856458,22039000,36.80907615,144308.7,49.06122935,0.127017087,25.40286938,294140,18770433,0.293337281,301340,199.9956857,68.092,0.835914949
Italy,Europe,2010,9.5,9.7,1.41,84.6,79.4,81.93658537,0.45561345,59095365,90032886,149.5058395,22642679,37.59973586,139283.3,47.35272319,0.117217315,23.5500102,294140,18787007,0.088259482,301340,200.9089719,68.209,0.627292741
Italy,Europe,2011,9.3,9.6,1.41,85,79.8,82.33658537,0.307591222,59277417,93666088,154.7970088,22536367,37.2446664,143228,48.69381927,0.118713,23.92398178,294140,18774936,-0.064272503,301340,201.5279017,68.327,0.480438951
Italy,Europe,2012,9,9.8,1.4,85.3,80.1,82.63658537,0.171978291,59379449,96040913,158.145883,22105471,36.39999996,139326,47.36724009,0.114517735,23.11824301,294140,18737779,-0.198103561,301340,201.8747841,68.444,0.343066345
Italy,Europe,2013,9,10.3,1.4,85.6,80.4,82.93658537,0.26954124,59539717,97227911,159.6921425,21655693,35.56842862,137285,46.67335283,0.119550451,24.19936085,294140,18719287,-0.098737053,301340,202.4196539,68.56,0.438879643
Netherlands,Europe,1980,12.5,8,1.56,78.92,72.45,75.60609756,0.690282252,14038270,0,0,4604800,32.8857957,20340,60.24881517,0.055918571,23.25236967,33760,4992711,-0.183159415,41530,415.8255332,64.435,1.175667454
Netherlands,Europe,1981,12.8,8.1,1.6,79.18,72.47,75.74317073,0.791331808,14149800,0,0,4892100,34.72772867,20200,59.83412322,0.055831178,23.40047393,33760,4988512,-0.084137991,41530,419.1291469,64.745,1.271286112
Netherlands,Europe,1982,12.5,8.1,1.56,79.32,72.71,75.93439024,0.686046798,14247208,0,0,5103300,36.02754537,20110,59.56753555,0.055309082,23.34123223,33760,4971706,-0.337462814,41530,422.014455,65.104,1.238995086
Netherlands,Europe,1983,12,8.2,1.5,79.41,72.73,75.98853659,0.458559864,14312690,0,0,5291000,37.16266071,20050,59.38981043,0.055195774,23.40047393,33760,4936304,-0.714616773,41530,423.9540877,65.511,1.081766991
Netherlands,Europe,1984,11.8,8.2,1.47,79.56,72.93,76.16414634,0.379222596,14367070,0,0,5462000,38.176964,20090,59.50829384,0.055752495,23.72630332,33760,4896872,-0.802023911,41530,425.5648697,65.916,0.995541418
Netherlands,Europe,1985,12.1,8.3,1.49,79.67,72.96,76.23317073,0.39693319,14424211,2400,0.01660693,5643000,39.24856968,20160,59.71563981,0.05664088,24.20023697,33760,4858219,-0.792472408,41530,427.2574348,66.319,1.006449385
Netherlands,Europe,1986,12.3,8.5,1.51,79.66,73.07,76.28463415,0.46632652,14491632,4800,0.03321386,5823000,40.29256429,20190,59.80450237,0.056998411,24.46682464,33760,4822960,-0.728406238,41530,429.2545024,66.719,1.067665912
Netherlands,Europe,1987,12.7,8.6,1.55,79.61,73.09,76.2704878,0.554957726,14572278,15300,0.10529638,6029000,41.49227957,20150,59.68601896,0.057918192,25,33760,4791802,-0.648130636,41530,431.6433057,67.117,1.149718554
Netherlands,Europe,1988,12.7,8.3,1.56,80.06,73.51,76.70512195,0.634526879,14665037,24200,0.165603633,6234000,42.66004325,20140,59.6563981,0.058711069,25.5035545,33760,4764231,-0.577040211,41530,434.3909064,67.513,1.222801435
Netherlands,Europe,1989,12.6,8.4,1.55,80.24,73.7,76.8902439,0.646096228,14760094,33000,0.224479366,6466000,43.98435093,20120,59.5971564,0.058874964,25.74052133,33760,4737105,-0.570994936,41530,437.2065758,67.906,1.22651866
Netherlands,Europe,1990,12.7,8.7,1.55,79.92,73.7,76.73414634,0.599907213,14848907,56000,0.37855502,6690000,45.22380511,20040,59.36018957,0.058994241,25.9478673,33760,4707697,-0.622736084,41530,439.8372927,68.296,1.172596587
Netherlands,Europe,1991,13.2,8.6,1.62,80.11,73.8,76.87804878,0.688603823,14951510,79000,0.530545271,6940000,46.60739469,20060,59.41943128,0.058790049,26.03672986,33760,4682215,-0.542754023,41530,442.876481,68.684,1.255105461
Netherlands,Europe,1992,13.2,8.6,1.61,80.15,74,77,0.788031035,15069798,115000,0.767014891,7175000,47.85505953,19910,58.97511848,0.058461301,26.09597156,33760,4622058,-1.293122811,41530,446.3802725,69.329,1.722731204
Netherlands,Europe,1993,13,8.6,1.59,80.28,74.3,77.21707317,0.756056593,15184166,166000,1.099260436,7395000,48.97006581,19860,58.82701422,0.058416116,26.27369668,33760,4521389,-2.202081293,41530,449.7679502,70.223,2.03732043
Netherlands,Europe,1994,12.8,9,1.57,80,73.98,76.91658537,0.69699133,15290368,216000,1.420043747,7634000,50.1880276,19880,58.88625592,0.058010376,26.27369668,33760,4418916,-2.292483038,41530,452.9137441,71.1,1.938137949
Netherlands,Europe,1995,12.7,8.7,1.57,80.31,74.58,77.37512195,0.602938474,15382838,321000,2.095556871,7859000,51.30523816,19710,58.38270142,0.057531647,26.21445498,33760,4313040,-2.425142523,41530,455.6527844,71.962,1.808022817
Netherlands,Europe,1996,12.3,8.8,1.53,80.36,74.59,77.40463415,0.493927373,15459006,539000,3.495460441,8124000,52.6848249,19640,58.17535545,0.057054121,26.12559242,33760,4203458,-2.573547204,41530,457.9089455,72.809,1.664066361
Netherlands,Europe,1997,12.2,8.9,1.53,80.35,74.66,77.43560976,0.461395748,15530498,1016000,6.548588399,8431000,54.34168188,19810,58.67890995,0.057628545,26.51066351,33760,4093839,-2.642435925,41530,460.0265995,73.64,1.59627352
Netherlands,Europe,1998,12.2,8.8,1.56,80.55,75.17,77.79439024,0.514767002,15610650,1717000,11.00405144,8860000,56.78269991,19660,58.23459716,0.057717007,26.68838863,33760,3988053,-2.618001874,41530,462.4007701,74.453,1.612732259
Netherlands,Europe,1999,12.7,8.8,1.63,80.7,75.2,77.88292683,0.616640531,15707209,3351000,21.36015147,9337000,59.51648292,19730,58.44194313,0.057680521,26.83649289,33760,3887534,-2.552811843,41530,465.2609301,75.25,1.68142954
Netherlands,Europe,2000,12.7,8.9,1.65,80.5,75.3,77.83658537,0.665493187,15812088,6745460,42.76652187,9613000,60.94685533,19670,58.26421801,0.057803878,27.07345972,33760,3790157,-2.536758041,41530,468.3675355,76.03,1.696704929
Netherlands,Europe,2001,13,8.8,1.72,80.6,75.5,77.98780488,0.714770363,15925513,10755000,67.8126917,9889000,62.3523671,19560,57.93838863,0.057141016,26.9549763,33760,3695515,-2.528752081,41530,471.7272808,76.795,1.715922104
Netherlands,Europe,2002,12.6,8.7,1.71,80.7,75.8,78.1902439,0.754840058,16046180,12200000,76.48800198,8158000,51.14664919,19310,57.1978673,0.056399716,26.80687204,33760,3557438,-3.807929936,41530,475.3015403,77.83,2.093581232
Netherlands,Europe,2003,12.5,8.8,1.73,80.7,76,78.29268293,0.638291666,16148929,12100000,75.42527387,8026000,50.03002051,19490,57.73104265,0.056722028,27.13270142,33760,3373027,-5.323006207,41530,478.3450533,79.113,2.273314176
Netherlands,Europe,2004,12.3,8.7,1.75,80.9,76.2,78.49268293,0.471814399,16225302,13200000,81.81527264,7846000,48.63050221,19230,56.96090047,0.055838714,26.83649289,33760,3189732,-5.587366006,41530,480.6072867,80.341,2.01210346
Netherlands,Europe,2005,11.9,8.4,1.72,81.4,76.9,79.09512195,0.347475412,16281779,14800000,91.23770356,7861000,48.46078295,19494,57.742891,0.06924919,33.39751185,33760,3009850,-5.80466571,41530,482.2801836,81.514,1.796942841
Netherlands,Europe,2006,11.5,8.4,1.71,81.6,77.2,79.34634146,0.233663148,16319868,15834000,97.12774476,7600000,46.61935456,19377,57.39632701,0.068076531,32.90876777,33760,2834761,-5.993261336,41540,483.4084123,82.63,1.593468804
Netherlands,Europe,2007,11.3,8.3,1.72,81.9,77.6,79.69756098,0.160613669,16346101,17296000,105.6191836,7450000,45.49392448,19196,56.86018957,0.0654468,31.68838863,33760,2674876,-5.805460614,41540,484.1854562,83.636,1.370736771
Netherlands,Europe,2008,11.1,8.1,1.72,82.3,78,80.09756098,0.217521601,16381696,19285000,117.2850348,7404300,45.03052026,19144,56.70616114,0.064694156,31.39218009,33760,2532774,-5.458787936,41540,485.2398104,84.539,1.291413666
Netherlands,Europe,2009,11.2,8.2,1.77,82.3,78.3,80.25121951,0.389292461,16445593,20627000,124.9803611,7317200,44.3354001,19293,57.14751185,0.064856281,31.5936019,33760,2400728,-5.354312008,41540,487.1324941,85.402,1.404945288
Netherlands,Europe,2010,11.2,8.1,1.79,82.7,78.5,80.54878049,0.514284545,16530388,20149000,121.6632867,7256000,43.81303331,19174,56.8455381,0.063803705,31.26890009,33730,2274251,-5.412125727,41540,490.0796917,86.242,1.493063212
Netherlands,Europe,2011,11.1,8.2,1.79,82.7,78.8,80.70243902,0.512923101,16615394,19179000,115.4301505,7232000,43.52629691,19087,56.58760747,0.063736075,31.39638304,33730,2149866,-5.624525281,41540,492.5998814,87.061,1.458095899
Netherlands,Europe,2012,10.8,8.1,1.76,83.1,79.4,81.20487805,0.466428782,16693074,19829309,118.9791426,7133000,42.79918297,18948,56.17551141,0.06244506,30.90423955,33730,2030379,-5.718303948,41540,494.9028758,87.837,1.353807346
Netherlands,Europe,2013,10.5,8.4,1.72,83,79.3,81.10487805,0.370055035,16754962,19717000,117.9668468,7182000,42.96991902,18417,54.61743772,0.060340334,29.98220641,33720,1914254,-5.889448453,41500,496.8849941,88.575,1.206743237
Iceland,Europe,1980,19.8,6.6,2.49,80,73.7,76.77317073,0.978479646,225735,0,0,80700,35.71238915,19110,19.06234414,0.580326489,1.306733167,100250,27190,-1.569088934,103000,2.251720698,87.955,1.332467453
Iceland,Europe,1981,19.9,6.7,2.48,80.35,73.51,76.84658537,1.058896411,228138,0,0,84837,37.18849588,19000,18.95261845,0.582980477,1.326683292,100250,26783,-1.508190076,103000,2.275690773,88.26,1.405374468
Iceland,Europe,1982,18.8,7.2,2.33,79.82,73.38,76.52146341,1.140583261,230755,0,0,87867,38.11603948,19000,18.95261845,0.576368876,1.326683292,100250,26461,-1.209540702,103000,2.301795511,88.533,1.449061345
Iceland,Europe,1983,18.5,6.8,2.27,79.65,74.55,77.03780488,1.336610409,233860,0,0,91200,39.12131468,19000,18.95261845,0.572992389,1.336658354,100250,26192,-1.021793024,103000,2.33276808,88.8,1.638051783
Iceland,Europe,1984,18.4,7,2.24,80.6,73.27,76.84560976,1.32404443,236977,0,0,93937,39.82744001,19000,18.95261845,0.565455719,1.336658354,100250,25921,-1.040056964,103000,2.363860349,89.062,1.618285046
Iceland,Europe,1985,17.2,6.9,2.08,80.45,74.84,77.57658537,1.06362548,239511,0,0,97245,40.7484695,19000,18.95261845,0.55947326,1.336658354,100250,25582,-1.316447181,103000,2.389137157,89.319,1.352068316
Iceland,Europe,1986,16,6.8,1.93,80.44,74.9,77.60243902,0.787667614,241405,0,0,102657,42.52374581,19000,18.95261845,0.55508378,1.336658354,100250,25179,-1.587866541,103000,2.408029925,89.57,1.067997272
Iceland,Europe,1987,16.1,6.6,1.92,80.69,75.42,77.99073171,0.732588891,243180,2642,1.082143808,113028,46.29543919,19000,18.95261845,0.555144338,1.346633416,100250,24765,-1.657894773,103000,2.425735661,89.816,1.007276584
Iceland,Europe,1988,17,7,2.06,79.9,74.9,77.33902439,1.095629101,245859,5008,2.0286227,117371,47.54422422,19000,18.95261845,0.549095213,1.346633416,100250,24446,-1.296476269,103000,2.452458853,90.057,1.363281297
Iceland,Europe,1989,18.7,7.3,2.26,79.9,74.4,77.08292683,1.566217581,249740,6519,2.612166066,121650,48.74520662,19000,18.95261845,0.540562185,1.346633416,100250,24240,-0.846244215,103000,2.49117207,90.294,1.829042314
Iceland,Europe,1990,18,7,2.19,80.2,76.18,78.14097561,1.238396064,252852,7893,3.129423239,125136,49.61402591,19000,18.95261845,0.533909164,1.346633416,100250,23960,-1.161838795,103000,2.522214464,90.524,1.493011765
Iceland,Europe,1991,18.7,6.7,2.3,80.71,75.49,78.03634146,0.777662199,254826,10010,3.928108935,130472,51.19962328,19010,18.96259352,0.533697503,1.356608479,100250,23571,-1.636863039,103000,2.541905237,90.75,1.027072119
Iceland,Europe,1992,17.7,7,2.18,81.27,74.87,77.99195122,1.15914942,257797,12889,5.007634418,135559,52.66738413,19010,18.96259352,0.527546868,1.356608479,100250,23377,-0.826450985,103000,2.571541147,90.932,1.359338051
Iceland,Europe,1993,17.7,6.6,2.21,80.85,76.77,78.7602439,1.256632077,261057,15251,5.868139056,140031,53.87983609,19010,18.96259352,0.520959024,1.356608479,100250,23203,-0.747105235,103000,2.60405985,91.112,1.454266176
Iceland,Europe,1994,17.5,6.6,2.22,80.84,77.12,78.93463415,1.016811928,263725,17409,6.634957295,143597,54.7280121,19000,18.95261845,0.511896862,1.346633416,100250,22978,-0.974434423,103000,2.630673317,91.287,1.208954948
Iceland,Europe,1995,16.7,6.5,2.14,81.47,77.13,79.24707317,0.866835947,266021,21845,8.246726037,148330,55.99619469,19000,18.95261845,0.507478733,1.346633416,100250,22718,-1.137967462,103000,2.65357606,91.46,1.056099063
Iceland,Europe,1996,16.1,7.1,2.08,80.11,75.96,77.98439024,0.542467998,267468,30883,11.54703239,148675,55.58899848,18990,18.94264339,0.504733277,1.346633416,100250,22387,-1.467712856,103000,2.668009975,91.63,0.728118798
Iceland,Europe,1997,16.1,7,2.12,81.18,76.49,78.77780488,0.539913017,268916,46805,17.32947288,156807,58.05752918,18970,18.92269327,0.498296866,1.336658354,100250,22059,-1.475975136,103000,2.682453865,91.797,0.722045346
Iceland,Europe,1998,15.3,6.8,2.04,81.6,76.3,78.88536585,0.819197091,271128,65368,23.96205251,165390,60.62727733,18950,18.90274314,0.490543212,1.326683292,100250,21799,-1.18565847,103000,2.704518703,91.96,0.996408787
Iceland,Europe,1999,15.3,6.7,2.05,81.6,77.7,79.60243902,1.070859043,274047,104280,37.8418394,173673,63.02364571,18910,18.86284289,0.474371185,1.296758105,100250,21592,-0.954122147,103000,2.73363591,92.121,1.245970553
Iceland,Europe,2000,14.8,6.9,1.99,81.4,77.4,79.35121951,1.209238786,277381,172614,62.00750065,184973,66.44717935,18890,18.84289277,0.465064298,1.286783042,100250,21450,-0.659823034,103000,2.766892768,92.267,1.367486189
Iceland,Europe,2001,14,6.8,2.08,81.6,77.8,79.65365854,1.369192833,281205,214896,76.41724807,196336,69.81729217,18890,18.84289277,0.458740065,1.286783042,100250,21369,-0.378337171,103000,2.805037406,92.401,1.514278587
Iceland,Europe,2002,14.4,6.1,1.95,83.2,78.3,80.6902439,1.329295255,284968,248131,87.35284592,196528,69.18635762,18890,18.84289277,0.452682406,1.286783042,100250,21281,-0.412661781,103000,2.842573566,92.532,1.471213093
Iceland,Europe,2003,14.1,6.3,1.93,82.5,78.6,80.50243902,0.892596377,287523,260438,90.76740239,187999,65.5210871,18870,18.82294264,0.448659759,1.286783042,100250,21098,-0.863640659,103000,2.86805985,92.662,1.032998441
Iceland,Europe,2004,14.3,6.3,1.99,82.5,79.5,80.96341463,0.69249762,289521,279670,96.46287833,192552,66.41441752,18850,18.80299252,0.445563534,1.286783042,100250,20877,-1.053017473,103000,2.887990025,92.789,0.829430493
Iceland,Europe,2005,14.5,6.2,2.04,83.2,78.9,80.99756098,0.877936158,292074,290068,98.94191084,190478,64.97185933,18840,18.79301746,0.441668892,1.286783042,100250,20696,-0.870762965,103000,2.913456359,92.914,1.012559992
Iceland,Europe,2006,14.4,6.2,2.05,83.5,79.6,81.50243902,1.582891978,296734,283108,95.40447185,193852,65.32612175,18820,18.77306733,0.434732791,1.286783042,100250,20662,-0.164418046,103000,2.95994015,93.037,1.714901831
Iceland,Europe,2007,14.5,6.3,2.08,82.9,79.5,81.15853659,2.34742243,303782,301922,100.4087225,188575,62.71346523,18810,18.76309227,0.424646622,1.286783042,100250,20782,0.5790963,103000,3.030244389,93.159,2.478519638
Iceland,Europe,2008,14.6,6.2,2.09,83.4,79.6,81.45365854,2.530085489,311566,326098,106.9324528,186668,61.21125273,18760,18.71321696,0.401199104,1.246882793,100250,20943,0.771723423,103000,3.107890274,93.278,2.657999695
Iceland,Europe,2009,15.2,6.3,2.15,83.3,80,81.6097561,1.859572171,317414,336922,108.897393,199503,64.48185808,18760,18.71321696,0.393807457,1.246882793,100250,20965,0.104991897,103000,3.166224439,93.395,1.98483023
Iceland,Europe,2010,15.8,6.3,2.23,83.8,79.8,81.75121951,0.341241979,318499,339715,108.2570649,190165,60.59992862,18240,18.19451372,0.389326183,1.236907731,100250,20667,-1.431615534,103000,3.177047382,93.511,0.465437225
Iceland,Europe,2011,15.4,6.4,2.2,84.1,79.8,81.89756098,-0.143903,318041,341077,107.2427541,193614,60.87686532,15910,15.87032419,0.38674259,1.226932668,100250,20278,-1.900167075,103000,3.172478803,93.624,-0.023170107
Iceland,Europe,2012,14.1,6.2,2.02,84.1,80.7,82.35853659,0.305468368,319014,344085,106.8414418,191118,59.34383267,15910,15.87032419,0.385563016,1.226932668,100250,19989,-1.435443228,103000,3.182184539,93.734,0.422931386
Iceland,Europe,2013,14.1,6.1,2.04,84.3,81.6,82.91707317,0.532100735,320716,352114,108.054513,180004,55.23848687,18722,18.67531172,0.377904439,1.208977556,100250,19756,-1.172487957,103000,3.199162095,93.84,0.645018362
Poland,Europe,1980,19.6,9.3,2.28,74.9,66.8,70.75121951,0.802185476,35247217,0,0,1852000,5.246671614,190480,62.18942832,0.415692394,47.83701721,306290,14905343,-0.354552081,312690,115.0779229,57.712,1.658351344
Poland,Europe,1981,19.5,9.9,2.28,74.4,66,70.09756098,0.923267472,35574150,0,0,1943000,5.451627802,190070,62.05556825,0.411000684,47.73580594,306290,14910549,0.034920975,312690,116.1453198,58.086,1.569222656
Poland,Europe,1982,19,9.3,2.24,75.2,67.1,71.05121951,0.907868488,35898587,0,0,2023000,5.620997245,189100,61.73887492,0.404249894,47.37993405,306290,14912632,0.013969,312690,117.2045676,58.459,1.547965778
Poland,Europe,1983,19.5,9.3,2.34,75.2,67.2,71.10243902,0.920284572,36230481,0,0,2108590,5.802013748,188910,61.67684221,0.399773881,47.28851742,306290,14915727,0.020752064,312690,118.2881615,58.831,1.554610454
Poland,Europe,1984,19.7,9.6,2.42,75.2,67,71,0.937688926,36571808,0,0,2217048,6.043402137,188790,61.63766365,0.395769331,47.25586862,306290,14920566,0.032437006,312690,119.4025531,59.202,1.566331103
Poland,Europe,1985,19,10,2.37,75,66.8,70.8,0.904590692,36904134,0,0,2349218,6.34866783,189390,61.83355643,0.393858314,47.45502628,306290,14919234,-0.008927674,312690,120.4875575,59.573,1.529303406
Poland,Europe,1986,18.2,10.3,2.33,74.8,66.5,70.54878049,0.803585475,37201885,0,0,2487451,6.671533741,189140,61.75193444,0.39006088,47.37666917,306290,14902331,-0.113360931,312690,121.4596787,59.942,1.42108242
Poland,Europe,1987,17,10.1,2.22,75.1,66.8,70.84878049,0.681065577,37456119,0,0,2625111,6.995858574,188790,61.63766365,0.386692492,47.28851742,306290,14866334,-0.241845024,312690,122.2897222,60.31,1.293113468
Poland,Europe,1988,16.1,10.1,2.15,75.2,66.8,70.89756098,0.564203449,37668045,0,0,2774410,7.354643006,188690,61.60501486,0.384410712,47.2754579,306290,14812582,-0.362223868,312690,122.9816351,60.676,1.169235678
Poland,Europe,1989,15.6,9.9,2.13,75.67,67.2,71.33170732,0.414457483,37824487,0,0,2952807,7.793437755,188200,61.44503575,0.382397784,47.22321982,306290,14735285,-0.523199704,312690,123.4923994,61.043,1.017489263
Poland,Europe,1990,14.9,10.1,2.08,75.5,66.8,71.04390244,0.361655505,37961529,0,0,3124400,8.215980466,188070,61.40259231,0.379700196,47.05997584,306290,14719583,-0.106617361,312690,123.939825,61.225,0.659360106
Poland,Europe,1991,14.3,10.2,2.06,75.5,66.5,70.8902439,0.392398205,38110782,0,0,3293000,8.631729577,187930,61.356884,0.377530957,46.97508897,306290,14760306,0.276276657,312690,124.4271181,61.27,0.465870593
Poland,Europe,1992,14.3,10.6,2.07,75.3,66.1,70.58780488,0.354679168,38246193,0,0,3565294,9.319726766,187530,61.22628881,0.375462206,46.88367234,306290,14795540,0.238423334,312690,124.8692187,61.315,0.428097164
Poland,Europe,1993,13.5,10.3,1.95,75.7,66.7,71.0902439,0.306681391,38363667,2195,0.005724678,3938144,10.27089178,187430,61.19364001,0.373712972,46.8085801,306290,14824105,0.192878806,312690,125.2527572,61.359,0.378415405
Poland,Europe,1994,12.8,10.2,1.87,76,67.4,71.59512195,0.254450914,38461408,15699,0.040871324,4415800,11.49624764,187150,61.10222338,0.371931262,46.70410395,306290,14844565,0.137923292,312690,125.5718698,61.404,0.327764889
Poland,Europe,1995,12.5,10,1.81,76.1,67.5,71.69512195,0.211012329,38542652,38942,0.101261502,5006094,13.01742581,187070,61.07610435,0.371017542,46.68777956,306290,14858578,0.094353658,312690,125.8371217,61.449,0.284269522
Poland,Europe,1996,11.2,10,1.62,76.4,67.6,71.89268293,0.135721034,38594998,75000,0.194906956,5728497,14.88698554,186220,60.79858957,0.368182426,46.39394038,306290,14861776,0.021520605,312690,126.0080251,61.493,0.207299959
Poland,Europe,1997,11.1,10,1.59,76.6,68.1,72.24634146,0.076074182,38624370,216900,0.563666011,6532394,16.97597265,184740,60.31538738,0.362569021,45.72137517,306290,14855705,-0.040858107,312690,126.1039211,61.538,0.149227784
Poland,Europe,1998,10.7,9.8,1.51,77,68.5,72.64634146,0.065455369,38649660,812200,2.111734246,7510000,19.52613172,184570,60.25988442,0.362383524,45.72790493,306290,14848040,-0.051609655,312690,126.1864899,61.583,0.138552902
